"IUID","MDACov_2000","MDACov_2001","MDACov_2002","MDACov_2003","MDACov_2004","MDACov_2005","MDACov_2006","MDACov_2007","MDACov_2008","MDACov_2009","MDACov_2010","MDACov_2011","MDACov_2012","MDACov_2013","MDACov_2014","MDACov_2015","MDACov_2016","MDACov_2017","MDACov_2018","MDACov_2019","MDACov_2020","MDACov_2021","MDACov_2022"
"ETH18487","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18705","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18750","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH19291","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH19277","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18499","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH19044","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18500","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18813","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18684","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","65A.xIA","65A.xIA","65A.xIA","65A.xIA","65A.xIA","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18751","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH19278","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18753","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18488","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18715","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH19286","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18534","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18754","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18755","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH19123","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18535","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18756","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","65A.xIA"
"ETH19125","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH19115","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH19116","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18536","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18757","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18738","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18501","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18759","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18760","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","65A.xIA","65A.xIA","65A.xIA","65A.xIA","65A.xIA","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH19127","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18762","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH19126","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18538","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18763","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","65A.xIA","00x.xxx","65A.xIA","65A.xIA","65A.xIA","65A.xIA","65A.xIA","00x.xxx","00x.xxx"
"ETH18539","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH19349","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH19117","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH19449","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18541","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18542","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18489","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH19045","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH19118","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH19128","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH19515","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH19464","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18502","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18543","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH19587","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18766","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18544","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18506","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18767","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH19281","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18545","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18686","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","65A.xIA","65A.xIA","65A.xIA","65A.xIA","65A.xIA","00x.xxx","00x.xxx","65A.xIA","00x.xxx"
"ETH19431","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH19282","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH19494","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18546","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH19046","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18503","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18505","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH19344","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH19239","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","65A.xIA","65A.xIA","00x.xxx","65A.xIA","65A.xIA","65A.xIA","65A.xIA","00x.xxx","00x.xxx"
"ETH19048","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH19400","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18775","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH19473","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH19365","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18772","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH19338","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18547","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18777","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH19457","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18549","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH19525","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH19588","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
"ETH18550","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx","00x.xxx"
